Date,Days_After_Sowing,NDVI_Interpolated,NDVI_Lower_CI,NDVI_Upper_CI,FVC_Interpolated,FVC_Lower_CI,FVC_Upper_CI,Ground_Cover_Percentage,Ground_Cover_Lower_CI,Ground_Cover_Upper_CI,Growth_Stage,Sowing_Date,Harvest_Date
2024-05-06,216,0.7402890896034564,0.6133283582089553,0.9001999999999999,0.8432701280049377,0.6618976545842218,1.0,84.32701280049378,66.18976545842217,100.0,Heading,2023-10-03,2024-07-30
2024-05-07,217,0.7418421759748425,0.6115970149253732,0.8905,0.8454888228212035,0.6594243070362474,1.0,84.54888228212035,65.94243070362474,100.0,Heading,2023-10-03,2024-07-30
2024-05-08,218,0.743198656519881,0.6098656716417911,0.8807999999999999,0.8474266521712587,0.656950959488273,1.0,84.74266521712586,65.6950959488273,100.0,Heading,2023-10-03,2024-07-30
2024-05-09,219,0.744344300676295,0.608134328358209,0.8711,0.8490632866804214,0.6544776119402986,1.0,84.90632866804214,65.44776119402987,100.0,Heading,2023-10-03,2024-07-30
2024-05-10,220,0.745264815170093,0.6064029850746269,0.8613999999999999,0.8503783073858472,0.6520042643923241,1.0,85.03783073858472,65.2004264392324,100.0,Heading,2023-10-03,2024-07-30
2024-05-11,221,0.7459459654489108,0.6046716417910448,0.8516999999999999,0.8513513792127297,0.6495309168443497,1.0,85.13513792127297,64.95309168443497,100.0,Heading,2023-10-03,2024-07-30
2024-05-12,222,0.7463737284427414,0.6029402985074628,0.8544666666666667,0.8519624692039163,0.6470575692963754,1.0,85.19624692039163,64.70575692963753,100.0,Heading,2023-10-03,2024-07-30
2024-05-13,223,0.7465344810056845,0.6012089552238806,0.8501578947368421,0.8521921157224065,0.6445842217484009,1.0,85.21921157224065,64.4584221748401,100.0,Flowering,2023-10-03,2024-07-30
2024-05-14,224,0.7464164749075611,0.5994776119402986,0.8398421052631578,0.8520235355822302,0.6421108742004266,0.9854887218045112,85.20235355822302,64.21108742004266,98.54887218045111,Flowering,2023-10-03,2024-07-30
2024-05-15,225,0.7460192948017059,0.5977462686567164,0.8295263157894737,0.8514561354310085,0.6396375266524521,0.9707518796992481,85.14561354310085,63.96375266524521,97.07518796992481,Flowering,2023-10-03,2024-07-30
2024-05-16,226,0.7454069745537462,0.5960149253731344,0.8192105263157895,0.8505813922196374,0.6371641791044778,0.956015037593985,85.05813922196374,63.716417910447774,95.6015037593985,Flowering,2023-10-03,2024-07-30
2024-05-17,227,0.7448449926397211,0.5942835820895522,0.8088947368421052,0.8497785609138874,0.6346908315565032,0.9412781954887218,84.97785609138873,63.46908315565032,94.12781954887218,Flowering,2023-10-03,2024-07-30
2024-05-18,228,0.7447902315668264,0.5925522388059702,0.798578947368421,0.849700330809752,0.6322174840085288,0.9265413533834587,84.9700330809752,63.22174840085288,92.65413533834587,Flowering,2023-10-03,2024-07-30
2024-05-19,229,0.745128302035077,0.5908208955223881,0.7882631578947368,0.8501832886215386,0.6297441364605545,0.9118045112781954,85.01832886215385,62.97441364605545,91.18045112781954,Flowering,2023-10-03,2024-07-30
2024-05-20,230,0.7443004020399479,0.589089552238806,0.7779473684210526,0.8490005743427826,0.62727078891258,0.8970676691729323,84.90005743427827,62.727078891258,89.70676691729324,Flowering,2023-10-03,2024-07-30
2024-05-21,231,0.7409101806074603,0.587358208955224,0.7676315789473684,0.8441574008678004,0.6247974413646057,0.8823308270676692,84.41574008678005,62.47974413646057,88.23308270676692,Flowering,2023-10-03,2024-07-30
2024-05-22,232,0.7367974046433392,0.5856268656716418,0.7573157894736842,0.8382820066333417,0.6223240938166311,0.8675939849624059,83.82820066333417,62.23240938166311,86.75939849624059,Flowering,2023-10-03,2024-07-30
2024-05-23,233,0.7357237497094067,0.5838955223880598,0.747,0.836748213870581,0.6198507462686568,0.8528571428571429,83.6748213870581,61.985074626865675,85.28571428571429,Flowering,2023-10-03,2024-07-30
2024-05-24,234,0.7384590497891952,0.5821641791044776,0.7499743589743589,0.840655785413136,0.6173773987206823,0.8571062271062271,84.0655785413136,61.73773987206823,85.71062271062272,Flowering,2023-10-03,2024-07-30
2024-05-25,235,0.7422318577170556,0.5804328358208956,0.752948717948718,0.8460455110243651,0.614904051172708,0.8613553113553114,84.6045511024365,61.4904051172708,86.13553113553114,Flowering,2023-10-03,2024-07-30
2024-05-26,236,0.7446837823235609,0.5787014925373135,0.7559230769230769,0.8495482604622299,0.6124307036247336,0.8656043956043956,84.95482604622299,61.24307036247336,86.56043956043956,Flowering,2023-10-03,2024-07-30
2024-05-27,237,0.7456171469670176,0.5769701492537314,0.7588974358974359,0.850881638524311,0.609957356076759,0.8698534798534798,85.0881638524311,60.995735607675904,86.98534798534799,Flowering,2023-10-03,2024-07-30
2024-05-28,238,0.7456667778146707,0.5752388059701493,0.7618717948717948,0.8509525397352439,0.6074840085287847,0.874102564102564,85.0952539735244,60.74840085287847,87.41025641025641,Grain Filling,2023-10-03,2024-07-30
2024-05-29,239,0.7452103290741218,0.5735074626865672,0.7648461538461538,0.8503004701058883,0.6050106609808102,0.8783516483516484,85.03004701058883,60.501066098081026,87.83516483516483,Grain Filling,2023-10-03,2024-07-30
2024-05-30,240,0.7443064761661121,0.5717761194029851,0.7678205128205128,0.8490092516658745,0.6025373134328359,0.8826007326007326,84.90092516658746,60.25373134328359,88.26007326007326,Grain Filling,2023-10-03,2024-07-30
2024-05-31,241,0.7427361985332964,0.5700447761194031,0.7707948717948718,0.8467659979047092,0.6000639658848615,0.8868498168498169,84.67659979047092,60.006396588486155,88.6849816849817,Grain Filling,2023-10-03,2024-07-30
2024-06-01,242,0.7396491056237251,0.5683134328358209,0.7737692307692308,0.8423558651767502,0.597590618336887,0.8910989010989011,84.23558651767502,59.7590618336887,89.10989010989012,Grain Filling,2023-10-03,2024-07-30
2024-06-02,243,0.7332780139668315,0.5665820895522389,0.7767435897435897,0.8332543056669021,0.5951172707889126,0.8953479853479853,83.3254305666902,59.51172707889126,89.53479853479853,Grain Filling,2023-10-03,2024-07-30
2024-06-03,244,0.7222730457460625,0.5648507462686567,0.7797179487179486,0.817532922494375,0.5926439232409382,0.8995970695970695,81.75329224943751,59.26439232409382,89.95970695970695,Grain Filling,2023-10-03,2024-07-30
2024-06-04,245,0.7081993277033344,0.5631194029850747,0.7826923076923077,0.7974276110047634,0.5901705756929638,0.9038461538461539,79.74276110047634,59.017057569296384,90.38461538461539,Grain Filling,2023-10-03,2024-07-30
2024-06-05,246,0.6948349872699874,0.5613880597014926,0.7856666666666666,0.778335696099982,0.5876972281449895,0.9080952380952381,77.8335696099982,58.76972281449895,90.80952380952381,Grain Filling,2023-10-03,2024-07-30
2024-06-06,247,0.6842005793434416,0.5596567164179105,0.7886410256410257,0.7631436847763451,0.585223880597015,0.9123443223443224,76.3143684776345,58.522388059701505,91.23443223443223,Grain Filling,2023-10-03,2024-07-30
2024-06-07,248,0.675194996736183,0.5579253731343284,0.7916153846153846,0.7502785667659757,0.5827505330490407,0.9165934065934066,75.02785667659757,58.27505330490407,91.65934065934066,Grain Filling,2023-10-03,2024-07-30
2024-06-08,249,0.6652973524225962,0.5561940298507463,0.7945897435897435,0.7361390748894232,0.5802771855010661,0.9208424908424908,73.61390748894232,58.02771855010661,92.08424908424908,Grain Filling,2023-10-03,2024-07-30
2024-06-09,250,0.6524436663569079,0.5544626865671642,0.7975641025641025,0.7177766662241541,0.5778038379530918,0.925091575091575,71.77766662241541,57.78038379530918,92.5091575091575,Grain Filling,2023-10-03,2024-07-30
2024-06-10,251,0.6384211858866241,0.5527313432835821,0.8005384615384615,0.6977445512666058,0.5753304904051173,0.9293406593406593,69.77445512666058,57.53304904051173,92.93406593406594,Grain Filling,2023-10-03,2024-07-30
2024-06-11,252,0.630400836538911,0.551,0.8035128205128205,0.6862869093413014,0.572857142857143,0.9335897435897436,68.62869093413015,57.28571428571429,93.35897435897435,Grain Filling,2023-10-03,2024-07-30
2024-06-12,253,0.6330178873828611,0.5406842105263159,0.8064871794871795,0.6900255534040873,0.5581203007518798,0.9378388278388279,69.00255534040873,55.81203007518798,93.78388278388279,Grain Filling,2023-10-03,2024-07-30
2024-06-13,254,0.6414092113690171,0.5303684210526316,0.8094615384615385,0.7020131590985959,0.5433834586466165,0.9420879120879121,70.20131590985959,54.338345864661655,94.20879120879121,Grain Filling,2023-10-03,2024-07-30
2024-06-14,255,0.6482477980078745,0.5200526315789474,0.8124358974358974,0.7117825685826779,0.5286466165413535,0.9463369963369963,71.17825685826779,52.86466165413535,94.63369963369964,Grain Filling,2023-10-03,2024-07-30
2024-06-15,256,0.6515408113703162,0.5097368421052633,0.8154102564102563,0.716486873386166,0.5139097744360904,0.9505860805860805,71.6486873386166,51.390977443609046,95.05860805860806,Grain Filling,2023-10-03,2024-07-30
2024-06-16,257,0.6526793836421032,0.499421052631579,0.8183846153846154,0.7181134052030046,0.4991729323308271,0.9548351648351648,71.81134052030046,49.91729323308271,95.48351648351648,Grain Filling,2023-10-03,2024-07-30
2024-06-17,258,0.6528208883046952,0.48910526315789477,0.8213589743589743,0.7183155547209932,0.48443609022556405,0.959084249084249,71.83155547209932,48.44360902255641,95.9084249084249,Grain Filling,2023-10-03,2024-07-30
2024-06-18,259,0.6523475627798851,0.47878947368421054,0.8243333333333334,0.7176393753998359,0.4696992481203008,0.9633333333333334,71.76393753998359,46.96992481203008,96.33333333333334,Grain Filling,2023-10-03,2024-07-30
2024-06-19,260,0.651353021855628,0.4684736842105264,0.8273076923076923,0.7162186026508972,0.4549624060150377,0.9675824175824176,71.62186026508972,45.49624060150377,96.75824175824175,Grain Filling,2023-10-03,2024-07-30
2024-06-20,261,0.6498804388465688,0.45815789473684215,0.8302820512820512,0.7141149126379553,0.4402255639097746,0.9718315018315018,71.41149126379554,44.022556390977456,97.18315018315018,Grain Filling,2023-10-03,2024-07-30
2024-06-21,262,0.647964484331792,0.44784210526315793,0.8332564102564102,0.7113778347597028,0.4254887218045113,0.976080586080586,71.13778347597028,42.54887218045113,97.6080586080586,Grain Filling,2023-10-03,2024-07-30
2024-06-22,263,0.6456379280911984,0.43752631578947376,0.8362307692307692,0.7080541829874263,0.4107518796992482,0.9803296703296703,70.80541829874262,41.07518796992482,98.03296703296704,Grain Filling,2023-10-03,2024-07-30
2024-06-23,264,0.6429321283186544,0.42721052631578954,0.8392051282051282,0.7041887547409349,0.39601503759398515,0.9845787545787545,70.41887547409348,39.60150375939852,98.45787545787546,Grain Filling,2023-10-03,2024-07-30
2024-06-24,265,0.6398803217972889,0.4168947368421053,0.8421794871794872,0.6998290311389842,0.3812781954887219,0.9888278388278389,69.98290311389842,38.12781954887219,98.88278388278388,Grain Filling,2023-10-03,2024-07-30
2024-06-25,266,0.636536405584566,0.4065789473684211,0.8451538461538461,0.6950520079779515,0.3665413533834588,0.9930769230769231,69.50520079779515,36.65413533834588,99.3076923076923,Grain Filling,2023-10-03,2024-07-30
2024-06-26,267,0.6330193394178092,0.3962631578947369,0.8481282051282051,0.6900276277397275,0.35180451127819556,0.9973260073260073,69.00276277397275,35.18045112781956,99.73260073260073,Grain Filling,2023-10-03,2024-07-30
2024-06-27,268,0.6294948888802417,0.3859473684210527,0.851102564102564,0.6849926984003454,0.33706766917293246,1.0,68.49926984003454,33.706766917293244,100.0,Grain Filling,2023-10-03,2024-07-30
2024-06-28,269,0.6258954307820015,0.3756315789473685,0.8540769230769231,0.6798506154028593,0.3223308270676693,1.0,67.98506154028593,32.23308270676693,100.0,Grain Filling,2023-10-03,2024-07-30
2024-06-29,270,0.6216135648983094,0.36531578947368426,0.857051282051282,0.6737336641404421,0.3075939849624061,1.0,67.37336641404421,30.759398496240607,100.0,Grain Filling,2023-10-03,2024-07-30
2024-06-30,271,0.6159065294385796,0.3550000000000001,0.860025641025641,0.665580756340828,0.29285714285714304,1.0,66.5580756340828,29.285714285714302,100.0,Grain Filling,2023-10-03,2024-07-30
2024-07-01,272,0.6086754776823026,0.34468421052631587,0.863,0.6552506824032894,0.2781203007518798,1.0,65.52506824032895,27.812030075187984,100.0,Grain Filling,2023-10-03,2024-07-30
2024-07-02,273,0.6004272423595509,0.33436842105263165,0.8659743589743589,0.6434674890850728,0.26338345864661666,1.0,64.34674890850728,26.338345864661665,100.0,Grain Filling,2023-10-03,2024-07-30
2024-07-03,274,0.5916567486806426,0.3240526315789474,0.8689487179487179,0.630938212400918,0.24864661654135348,1.0,63.0938212400918,24.864661654135347,100.0,Grain Filling,2023-10-03,2024-07-30
2024-07-04,275,0.5825930667031314,0.3137368421052632,0.8719230769230769,0.6179900952901877,0.23390977443609032,1.0,61.79900952901877,23.39097744360903,100.0,Grain Filling,2023-10-03,2024-07-30
2024-07-05,276,0.5733076709065392,0.30342105263157904,0.8748974358974358,0.6047252441521989,0.2191729323308272,1.0,60.47252441521989,21.91729323308272,100.0,Maturity,2023-10-03,2024-07-30
2024-07-06,277,0.5638236480466972,0.2931052631578948,0.8778717948717949,0.5911766400667102,0.20443609022556403,1.0,59.11766400667102,20.4436090225564,100.0,Maturity,2023-10-03,2024-07-30
2024-07-07,278,0.5541337534079184,0.2827894736842106,0.8808461538461538,0.5773339334398834,0.18969924812030087,1.0,57.73339334398834,18.969924812030087,100.0,Maturity,2023-10-03,2024-07-30
2024-07-08,279,0.5441446542151764,0.2724736842105264,0.8838205128205128,0.5630637917359663,0.17496240601503776,1.0,56.30637917359663,17.496240601503775,100.0,Maturity,2023-10-03,2024-07-30
2024-07-09,280,0.5336033683934348,0.2621578947368422,0.8867948717948717,0.5480048119906211,0.1602255639097746,1.0,54.80048119906211,16.02255639097746,100.0,Maturity,2023-10-03,2024-07-30
2024-07-10,281,0.5222205110269864,0.251842105263158,0.8897692307692308,0.5317435871814091,0.14548872180451142,1.0,53.174358718140915,14.548872180451141,100.0,Maturity,2023-10-03,2024-07-30
2024-07-11,282,0.5100947198162252,0.2415263157894738,0.8927435897435897,0.5144210283088931,0.1307518796992483,1.0,51.44210283088931,13.075187969924832,100.0,Maturity,2023-10-03,2024-07-30
2024-07-12,283,0.4978873336570282,0.23121052631578953,0.8957179487179487,0.496981905224326,0.11601503759398506,1.0,49.6981905224326,11.601503759398506,100.0,Maturity,2023-10-03,2024-07-30
2024-07-13,284,0.4862643632510374,0.22089473684210537,0.8986923076923077,0.48037766178719626,0.10127819548872197,1.0,48.03776617871963,10.127819548872196,100.0,Maturity,2023-10-03,2024-07-30
2024-07-14,285,0.4753215407999697,0.2105789473684211,0.9016666666666666,0.464745058285671,0.08654135338345871,1.0,46.474505828567096,8.65413533834587,100.0,Maturity,2023-10-03,2024-07-30
2024-07-15,286,0.46474715560548074,0.20026315789473692,0.9046410256410256,0.44963879372211535,0.0718045112781956,1.0,44.96387937221154,7.180451127819561,100.0,Maturity,2023-10-03,2024-07-30
2024-07-16,287,0.4542621790537087,0.18994736842105275,0.9076153846153846,0.4346602557910124,0.05706766917293252,1.0,43.46602557910124,5.706766917293252,100.0,Maturity,2023-10-03,2024-07-30
2024-07-17,288,0.44375436218226105,0.17963157894736848,0.9105897435897435,0.4196490888318015,0.04233082706766926,1.0,41.96490888318015,4.233082706766926,100.0,Maturity,2023-10-03,2024-07-30
2024-07-18,289,0.4332009575844204,0.1693157894736843,0.9135641025641026,0.40457279654917205,0.027593984962406164,1.0,40.45727965491721,2.759398496240616,100.0,Maturity,2023-10-03,2024-07-30
2024-07-19,290,0.4226026385491855,0.15900000000000014,0.9165384615384615,0.3894323407845508,0.012857142857143067,1.0,38.94323407845508,1.2857142857143067,100.0,Maturity,2023-10-03,2024-07-30
2024-07-20,291,0.4119633199490824,0.14868421052631586,0.9195128205128205,0.3742333142129749,0.0,1.0,37.42333142129749,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-21,292,0.4012869129735122,0.1383684210526317,0.9224871794871794,0.35898130424787467,0.0,1.0,35.89813042478747,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-22,293,0.39057697041193795,0.12805263157894753,0.9254615384615384,0.3436813863027685,0.0,1.0,34.36813863027685,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-23,294,0.3798367168814958,0.11773684210526325,0.9284358974358974,0.32833816697356544,0.0,1.0,32.833816697356546,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-24,295,0.36906907664950983,0.10742105263157908,0.9314102564102564,0.3129558237850141,0.0,1.0,31.295582378501408,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-25,296,0.35827767167750213,0.0971052631578948,0.9343846153846154,0.29753953096786023,0.0,1.0,29.753953096786024,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-26,297,0.3474761067416385,0.08678947368421064,0.9373589743589743,0.28210872391662645,0.0,1.0,28.210872391662644,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-27,298,0.33674838260232376,0.07647368421052647,0.9403333333333332,0.2667834037176054,0.0,1.0,26.67834037176054,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-28,299,0.32647755056643396,0.0661578947368422,0.9433076923076923,0.2521107865234771,0.0,1.0,25.211078652347712,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-29,300,0.31777424065164794,0.055842105263158026,0.9462820512820512,0.23967748664521138,0.0,1.0,23.96774866452114,0.0,100.0,Maturity,2023-10-03,2024-07-30
2024-07-30,301,0.3125686661115968,0.04552631578947375,0.9492564102564103,0.23224095158799543,0.0,1.0,23.224095158799543,0.0,100.0,Harvest,2023-10-03,2024-07-30
